set,epoch_tt2000,epoch_utc,source_file,record_index,qualified_peak_count,all_7sig_peak_count,max_fwhm_us,qualified_channels
manual70_matching_criteria,832639594136577152,2026-05-21T12:45:24.952577152,imap_idex_l1b_sci-10days_20260520_v016.cdf,3,35,39,2.3451854395604403,"tof_high,tof_mid"
manual70_matching_criteria,832961926169298048,2026-05-25T06:17:36.985298048,imap_idex_l1b_sci-10days_20260520_v016.cdf,16,9,9,0.4496203796203797,"tof_high,tof_mid"
manual70_matching_criteria,832996576372891008,2026-05-25T15:55:07.188891008,imap_idex_l1b_sci-10days_20260520_v016.cdf,17,9,10,0.2104166666666665,tof_high
manual70_matching_criteria,833153470844671232,2026-05-27T11:30:01.660671232,imap_idex_l1b_sci-10days_20260520_v016.cdf,22,98,104,2.922872960372961,"tof_high,tof_mid"
manual70_matching_criteria,833213030316542208,2026-05-28T04:02:41.132542208,imap_idex_l1b_sci-10days_20260520_v016.cdf,23,7,9,0.1096794871794877,tof_high
manual70_matching_criteria,833508230439167232,2026-05-31T14:02:41.255167232,imap_idex_l1b_sci-10days_20260530_v022.cdf,12,70,76,2.311076183431953,"tof_high,tof_low,tof_mid"
manual70_matching_criteria,834053775150649088,2026-06-06T21:35:05.966649088,imap_idex_l1b_sci-10days_20260530_v022.cdf,34,110,111,5.2645299145299145,tof_high
manual70_matching_criteria,834313254959081472,2026-06-09T21:39:45.775081472,imap_idex_l1b_sci-10days_20260609_v011.cdf,5,39,39,12.408226495726495,"tof_high,tof_low,tof_mid"
manual70_matching_criteria,834626247000502272,2026-06-13T12:36:17.816502272,imap_idex_l1b_sci-10days_20260609_v011.cdf,12,98,98,10.75471540843058,"tof_high,tof_mid"
manual70_matching_criteria,834950025076223872,2026-06-17T06:32:35.892223872,imap_idex_l1b_sci-10days_20260609_v011.cdf,29,31,35,0.3195512820512818,tof_high
manual70_matching_criteria,835321712352210048,2026-06-21T13:47:23.168210048,imap_idex_l1b_sci-10days_20260619_v015.cdf,5,7,7,0.2088598901098902,tof_high
