source_file,record_index,epoch_tt2000,epoch_utc,channel,cdf_variable,baseline,baseline_sigma,baseline_samples,peak_count
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,19,815539778668533120,2025-11-04T14:48:29.484533120,tof_high,TOF_High,0.147968,0.0008569427999999928,781,2
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,19,815539778668533120,2025-11-04T14:48:29.484533120,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,19,815539778668533120,2025-11-04T14:48:29.484533120,tof_low,TOF_Low,264.196,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,20,815539784668427776,2025-11-04T14:48:35.484427776,tof_high,TOF_High,0.147968,0.0008569427999999928,781,2
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,20,815539784668427776,2025-11-04T14:48:35.484427776,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,20,815539784668427776,2025-11-04T14:48:35.484427776,tof_low,TOF_Low,264.196,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,21,815539880666721024,2025-11-04T14:50:11.482721024,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,21,815539880666721024,2025-11-04T14:50:11.482721024,tof_mid,TOF_Mid,5.7856,0.01675338000000046,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,21,815539880666721024,2025-11-04T14:50:11.482721024,tof_low,TOF_Low,264.196,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,22,815539886666615552,2025-11-04T14:50:17.482615552,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,22,815539886666615552,2025-11-04T14:50:17.482615552,tof_mid,TOF_Mid,5.7856,0.01675338000000046,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,22,815539886666615552,2025-11-04T14:50:17.482615552,tof_low,TOF_Low,263.682,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,23,815539892666510080,2025-11-04T14:50:23.482510080,tof_high,TOF_High,0.147968,0.0008569427999999928,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,23,815539892666510080,2025-11-04T14:50:23.482510080,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,23,815539892666510080,2025-11-04T14:50:23.482510080,tof_low,TOF_Low,264.196,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,24,815539898666404608,2025-11-04T14:50:29.482404608,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,24,815539898666404608,2025-11-04T14:50:29.482404608,tof_mid,TOF_Mid,5.7856,0.01675338000000046,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,24,815539898666404608,2025-11-04T14:50:29.482404608,tof_low,TOF_Low,264.196,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,25,815539904666299392,2025-11-04T14:50:35.482299392,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,25,815539904666299392,2025-11-04T14:50:35.482299392,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
imap_idex_l1b_sci-10days_20251027_v001.0004.cdf,25,815539904666299392,2025-11-04T14:50:35.482299392,tof_low,TOF_Low,263.682,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,tof_mid,TOF_Mid,5.7969,0.01675338000000046,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,tof_low,TOF_Low,263.682,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,1,815732851484596480,2025-11-06T20:26:22.300596480,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,2
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,1,815732851484596480,2025-11-06T20:26:22.300596480,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,1,815732851484596480,2025-11-06T20:26:22.300596480,tof_low,TOF_Low,263.682,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,2,815732857484551040,2025-11-06T20:26:28.300551040,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,2
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,2,815732857484551040,2025-11-06T20:26:28.300551040,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,2,815732857484551040,2025-11-06T20:26:28.300551040,tof_low,TOF_Low,263.682,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,3,815732863484485760,2025-11-06T20:26:34.300485760,tof_high,TOF_High,0.14767899999999998,0.0008569427999999928,781,2
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,3,815732863484485760,2025-11-06T20:26:34.300485760,tof_mid,TOF_Mid,5.7856,0.01675338000000046,781,1
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,3,815732863484485760,2025-11-06T20:26:34.300485760,tof_low,TOF_Low,263.682,1.5241127999999453,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,4,815732869484420224,2025-11-06T20:26:40.300420224,tof_high,TOF_High,0.14767899999999998,0.0008569427999999928,781,2
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,4,815732869484420224,2025-11-06T20:26:40.300420224,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,4,815732869484420224,2025-11-06T20:26:40.300420224,tof_low,TOF_Low,264.196,0.7620564000000148,781,0
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,5,815732982483278208,2025-11-06T20:28:33.299278208,tof_high,TOF_High,0.14767899999999998,0.000856942800000034,781,2
imap_idex_l1b_sci-10days_20251106_v001.0004.cdf,5,815732982483278208,2025-11-06T20:28:33.299278208,tof_mid,TOF_Mid,5.7969,0.01675337999999914,781,1
