date,l1b_event_count,single_ge20ns_count,single_ge40ns_count,single_ge20ns_fraction,single_ge40ns_fraction,omni_hour_count,proton_density_cm3,flow_speed_km_s,flow_pressure_npa,scalar_b_nt,bz_gsm_nt_mean,bz_gsm_nt_min,proton_flux_cm2_s
2025-12-31,12.0,0.0,0.0,0.0,0.0,24,9.008333333333333,438.875,3.4266666666666663,8.495833333333334,1.5541666666666665,-3.5,389978333.3333333
2026-01-01,6.0,0.0,0.0,0.0,0.0,24,5.845833333333334,481.9166666666667,2.6125000000000003,8.154166666666667,-0.19166666666666668,-4.0,280781250.0
2026-01-02,57.0,0.0,0.0,0.0,0.0,24,3.795833333333333,553.6666666666666,2.2345833333333336,7.954166666666667,-0.5166666666666667,-6.7,208972916.66666666
2026-01-03,24.0,0.0,0.0,0.0,0.0,24,2.7291666666666665,516.4583333333334,1.2966666666666666,7.483333333333333,0.3333333333333333,-4.0,136619583.33333334
2026-01-04,21.0,0.0,0.0,0.0,0.0,24,4.433333333333334,428.1666666666667,1.5179166666666666,5.741666666666667,1.9124999999999999,-3.8,193700416.66666666
2026-01-05,2.0,0.0,0.0,0.0,0.0,24,4.908333333333333,420.7916666666667,1.655,7.841666666666666,-1.2583333333333333,-7.8,208415416.66666666
2026-01-06,0.0,0.0,0.0,0.0,0.0,24,7.145833333333333,366.0416666666667,1.93,5.9624999999999995,1.4791666666666667,-3.0,264595833.33333334
2026-01-07,0.0,0.0,0.0,0.0,0.0,24,6.583333333333333,339.75,1.4804166666666667,7.425,0.4083333333333334,-6.5,223617916.66666666
2026-01-08,0.0,0.0,0.0,0.0,0.0,24,13.025,378.4583333333333,3.3791666666666664,10.783333333333333,-1.6125,-9.6,490785833.3333333
2026-01-09,0.0,0.0,0.0,0.0,0.0,24,8.854166666666666,470.8333333333333,3.918333333333333,10.237499999999999,0.9500000000000001,-8.1,407303750.0
2026-01-10,0.0,0.0,0.0,0.0,0.0,24,8.104166666666666,490.7083333333333,4.52625,8.979166666666666,-4.325,-15.2,406262500.0
