date,l1b_event_count,single_ge20ns_count,single_ge40ns_count,single_ge20ns_fraction,single_ge40ns_fraction,omni_hour_count,proton_density_cm3,flow_speed_km_s,flow_pressure_npa,scalar_b_nt,bz_gsm_nt_mean,bz_gsm_nt_min,proton_flux_cm2_s
2025-10-18,0.0,0.0,0.0,0.0,0.0,24,17.441666666666666,458.8333333333333,7.046666666666667,11.5,-1.0833333333333333,-8.6,760831666.6666666
2025-10-19,0.0,0.0,0.0,0.0,0.0,24,8.554166666666667,523.0,4.657916666666667,9.137500000000001,2.279166666666667,-3.5,439777083.3333333
2025-10-20,0.0,0.0,0.0,0.0,0.0,24,4.404166666666667,530.75,2.5575,6.6875,1.8833333333333335,-1.7,234357500.0
2025-10-21,0.0,0.0,0.0,0.0,0.0,24,4.075,497.75,1.9654166666666668,5.633333333333333,1.5666666666666667,-1.3,203052916.66666666
2025-10-22,0.0,0.0,0.0,0.0,0.0,24,4.008333333333334,418.4166666666667,1.29625,7.2625,1.9083333333333332,0.1,167616666.66666666
2025-10-23,0.0,0.0,0.0,0.0,0.0,24,3.7624999999999997,424.9583333333333,1.3295833333333333,8.862499999999999,1.7458333333333333,-1.5,162902083.33333334
2025-10-24,0.0,0.0,0.0,0.0,0.0,24,3.225,506.4166666666667,1.5775,6.491666666666667,1.1125,-2.5,163140416.66666666
2025-10-25,0.0,0.0,0.0,0.0,0.0,24,5.120833333333334,439.2916666666667,1.8279166666666666,5.595833333333334,1.6541666666666668,-3.0,223628750.0
2025-10-26,0.0,0.0,0.0,0.0,0.0,24,6.4125000000000005,384.0833333333333,1.7783333333333333,6.029166666666666,2.3125,-1.8,247529583.33333334
2025-10-27,0.0,0.0,0.0,0.0,0.0,24,10.174999999999999,362.7916666666667,2.5420833333333333,7.3,1.7,-4.7,369322916.6666667
2025-10-28,0.0,0.0,0.0,0.0,0.0,24,11.354166666666666,410.875,4.009166666666666,9.450000000000001,-2.4541666666666666,-7.6,469635000.0
2025-10-29,0.0,0.0,0.0,0.0,0.0,24,8.516666666666667,472.5833333333333,3.825416666666667,10.983333333333334,-0.6416666666666667,-7.7,401882500.0
2025-10-30,0.0,0.0,0.0,0.0,0.0,24,6.620833333333334,540.25,3.68125,11.612499999999999,-0.7875000000000001,-12.4,352963333.3333333
2025-10-31,0.0,0.0,0.0,0.0,0.0,24,1.8083333333333333,651.5833333333334,1.4825,6.804166666666667,-1.7166666666666666,-5.4,118764583.33333333
2025-11-01,0.0,0.0,0.0,0.0,0.0,24,2.3041666666666667,531.375,1.2458333333333333,5.9375,-0.3958333333333333,-3.1,122341666.66666667
2025-11-02,0.0,0.0,0.0,0.0,0.0,24,2.7875,536.0416666666666,1.4945833333333332,6.7375,-1.4000000000000001,-3.5,148857916.66666666
2025-11-03,0.0,0.0,0.0,0.0,0.0,24,3.15,447.5,1.2158333333333333,7.645833333333333,-3.875,-6.2,141533750.0
2025-11-04,26.0,5.0,5.0,0.19230769230769232,0.19230769230769232,24,2.658333333333333,395.6666666666667,0.8175,6.55,-2.3208333333333333,-6.1,105643333.33333333
2025-11-05,0.0,0.0,0.0,0.0,0.0,24,8.466666666666667,371.0833333333333,2.4795833333333333,7.070833333333333,-4.7749999999999995,-13.8,317377916.6666667
2025-11-06,25.0,1.0,1.0,0.04,0.04,24,12.35,511.0416666666667,5.964583333333334,11.558333333333332,-2.7541666666666664,-14.0,585750416.6666666
2025-11-07,0.0,0.0,0.0,0.0,0.0,24,6.441666666666666,732.5,6.892083333333333,10.179166666666667,3.0,-1.2,471200416.6666667
2025-11-08,0.0,0.0,0.0,0.0,0.0,24,3.4458333333333333,630.5,2.870416666666667,6.783333333333332,-1.5416666666666667,-7.5,217895416.66666666
2025-11-09,0.0,0.0,0.0,0.0,0.0,24,4.320833333333334,547.9166666666666,2.6020833333333333,4.483333333333333,1.8875,-3.0,234146666.66666666
2025-11-10,0.0,0.0,0.0,0.0,0.0,24,6.75,538.5,3.94125,5.841666666666666,0.5708333333333333,-3.5,364298750.0
2025-11-11,0.0,0.0,0.0,0.0,0.0,24,3.7875,432.7916666666667,1.5845833333333335,6.541666666666667,-1.5166666666666666,-3.4,165229166.66666666
2025-11-12,0.0,0.0,0.0,0.0,0.0,24,9.858333333333333,737.1666666666666,11.831249999999999,31.34166666666667,-0.9375,-32.6,711855000.0
2025-11-13,0.0,0.0,0.0,0.0,0.0,24,3.6791666666666667,815.7916666666666,5.469166666666666,11.299999999999999,0.4166666666666667,-12.0,307390833.3333333
2025-11-14,0.0,0.0,0.0,0.0,0.0,24,1.2416666666666667,597.375,0.8875000000000001,6.345833333333334,3.5416666666666665,1.4,73962500.0
2025-11-15,0.0,0.0,0.0,0.0,0.0,24,2.408333333333333,565.125,1.45,5.858333333333333,0.19166666666666662,-2.7,136102500.0
2025-11-16,0.0,0.0,0.0,0.0,0.0,24,4.816666666666667,611.625,3.46625,8.225,1.075,-3.2,299780000.0
2025-11-17,0.0,0.0,0.0,0.0,0.0,24,3.2624999999999997,520.0416666666666,1.6500000000000001,5.858333333333333,1.0291666666666666,-2.8,169232083.33333334
2025-11-18,0.0,0.0,0.0,0.0,0.0,24,4.541666666666667,459.0416666666667,1.8258333333333334,6.129166666666666,0.7625000000000001,-2.7,209431666.66666666
2025-11-19,0.0,0.0,0.0,0.0,0.0,24,5.929166666666667,386.9166666666667,1.9058333333333335,6.6625000000000005,2.5833333333333335,-1.2,229122083.33333334
2025-11-20,0.0,0.0,0.0,0.0,0.0,24,9.766666666666667,388.4583333333333,2.9745833333333334,11.679166666666667,2.0500000000000003,-6.1,382003750.0
2025-11-21,0.0,0.0,0.0,0.0,0.0,24,7.020833333333333,433.0833333333333,2.3658333333333332,9.887500000000001,0.35000000000000003,-3.7,304239583.3333333
2025-11-22,0.0,0.0,0.0,0.0,0.0,24,6.7875000000000005,423.3333333333333,2.245416666666667,6.375,0.6083333333333333,-3.6,287385416.6666667
2025-11-23,0.0,0.0,0.0,0.0,0.0,24,9.129166666666666,422.0833333333333,3.40375,9.0625,0.04166666666666664,-5.7,390900833.3333333
2025-11-24,4.0,0.0,0.0,0.0,0.0,24,7.325,586.5416666666666,4.472083333333333,9.991666666666667,-1.366666666666667,-4.7,390161666.6666667
2025-11-25,3.0,0.0,0.0,0.0,0.0,24,2.733333333333333,763.4583333333334,3.1108333333333333,7.208333333333333,-1.1583333333333334,-4.7,208915833.33333334
2025-11-26,5.0,0.0,0.0,0.0,0.0,24,2.566666666666667,730.7916666666666,2.75375,5.883333333333333,0.1708333333333333,-2.7,187882500.0
2025-11-27,7.0,0.0,0.0,0.0,0.0,24,2.763157894736842,688.6842105263158,2.5442105263157897,5.5,-0.9105263157894737,-4.5,190132105.2631579
2025-11-28,6.0,0.0,0.0,0.0,0.0,24,3.1208333333333336,630.4583333333334,2.486666666666667,5.8,-0.7916666666666666,-3.2,197014583.33333334
2025-11-29,5.0,0.0,0.0,0.0,0.0,24,3.2874999999999996,613.9166666666666,2.453333333333333,5.5249999999999995,-1.2875,-3.7,202176250.0
2025-11-30,10.0,0.0,0.0,0.0,0.0,24,2.8166666666666664,590.25,1.9470833333333333,5.1875,-0.4083333333333334,-3.7,166990000.0
2025-12-01,3.0,0.0,0.0,0.0,0.0,24,3.7583333333333333,481.25,1.7837500000000002,4.704166666666667,-0.7041666666666666,-2.6,181135000.0
2025-12-02,1.0,0.0,0.0,0.0,0.0,24,3.7375000000000003,400.6666666666667,1.13875,5.304166666666666,-0.8041666666666667,-3.3,149765416.66666666
2025-12-03,9.0,0.0,0.0,0.0,0.0,24,16.808333333333334,413.2083333333333,6.129583333333334,10.9,-3.1999999999999997,-13.2,723464166.6666666
2025-12-04,12.0,0.0,0.0,0.0,0.0,24,5.55,660.5416666666666,4.78625,10.0125,0.04166666666666665,-7.7,362111666.6666667
2025-12-05,18.0,0.0,0.0,0.0,0.0,24,3.8208333333333333,639.7916666666666,3.0475,6.495833333333334,0.7374999999999999,-1.3,244023750.0
2025-12-06,11.0,0.0,0.0,0.0,0.0,24,2.875,660.75,2.3904166666666664,6.05,0.2833333333333333,-3.5,190140000.0
2025-12-07,59.0,0.0,0.0,0.0,0.0,24,2.475,530.0833333333334,1.4516666666666669,7.7,3.2583333333333333,-0.3,134833750.0
2025-12-08,56.0,0.0,0.0,0.0,0.0,24,0.6916666666666668,368.0833333333333,0.19541666666666668,7.395833333333333,0.4166666666666667,-3.7,25934166.666666668
2025-12-09,44.0,0.0,0.0,0.0,0.0,24,2.034782608695652,363.60869565217394,0.5065217391304347,8.058333333333334,-2.779166666666667,-4.0,73646521.73913044
2025-12-10,49.0,0.0,0.0,0.0,0.0,24,11.3125,388.7916666666667,3.7070833333333333,8.854166666666666,-3.475,-14.5,454098750.0
2025-12-11,33.0,0.0,0.0,0.0,0.0,24,9.804166666666667,417.2083333333333,3.5658333333333334,15.566666666666668,2.9583333333333335,-9.5,410971250.0
2025-12-12,25.0,0.0,0.0,0.0,0.0,24,11.924999999999999,436.2916666666667,4.601666666666667,10.375,-5.770833333333333,-11.3,519725000.0
2025-12-13,19.0,0.0,0.0,0.0,0.0,24,6.420833333333333,561.875,3.7129166666666666,10.945833333333333,3.0999999999999996,-4.5,340786250.0
2025-12-14,13.0,0.0,0.0,0.0,0.0,24,2.1166666666666667,563.4583333333334,1.2604166666666667,4.075,0.39166666666666666,-0.7,119260416.66666667
2025-12-15,14.0,0.0,0.0,0.0,0.0,24,4.491666666666666,466.7916666666667,1.8433333333333335,6.270833333333333,0.7541666666666668,-3.3,209470000.0
2025-12-16,15.0,0.0,0.0,0.0,0.0,24,6.158333333333334,586.25,4.0249999999999995,9.158333333333333,1.6583333333333332,-2.3,353965000.0
2025-12-17,22.0,0.0,0.0,0.0,0.0,24,4.104347826086957,609.9130434782609,3.1078260869565217,6.3500000000000005,-0.21250000000000005,-5.8,249376956.52173913
2025-12-18,10.0,0.0,0.0,0.0,0.0,24,2.566666666666667,632.6666666666666,2.0820833333333333,5.679166666666667,-0.6916666666666668,-5.0,162339583.33333334
2025-12-19,11.0,0.0,0.0,0.0,0.0,24,2.3583333333333334,553.4166666666666,1.35875,3.904166666666667,0.04166666666666666,-2.2,129166250.0
2025-12-20,17.0,0.0,0.0,0.0,0.0,24,8.183333333333334,450.9583333333333,3.110416666666667,3.6999999999999997,-0.0458333333333333,-2.6,359716250.0
2025-12-21,19.0,0.0,0.0,0.0,0.0,24,7.879166666666666,581.9166666666666,5.145833333333333,10.429166666666667,-0.5499999999999999,-6.6,436893750.0
2025-12-22,19.0,0.0,0.0,0.0,0.0,24,3.2458333333333336,720.2083333333334,3.28375,6.954166666666667,0.2333333333333333,-2.6,232940833.33333334
2025-12-23,17.0,0.0,0.0,0.0,0.0,24,2.8166666666666664,707.75,2.75375,5.858333333333333,-0.425,-3.0,199231250.0
2025-12-24,20.0,0.0,0.0,0.0,0.0,24,2.5791666666666666,691.375,2.4379166666666667,4.870833333333334,-0.5291666666666667,-2.6,178165833.33333334
2025-12-25,26.0,1.0,1.0,0.038461538461538464,0.038461538461538464,24,3.0875,591.8333333333334,2.1679166666666667,5.229166666666667,0.12499999999999996,-2.2,183010416.66666666
2025-12-26,17.0,0.0,0.0,0.0,0.0,24,2.9916666666666667,530.3333333333334,1.6725,4.879166666666666,0.25833333333333336,-2.3,158500416.66666666
2025-12-27,9.0,0.0,0.0,0.0,0.0,24,2.975,491.4166666666667,1.4220833333333334,4.958333333333333,-0.375,-3.0,146590833.33333334
2025-12-28,13.0,0.0,0.0,0.0,0.0,24,4.375,460.7916666666667,1.8091666666666668,5.75,-0.23750000000000002,-3.5,201818750.0
2025-12-29,17.0,0.0,0.0,0.0,0.0,24,6.395833333333333,414.9583333333333,2.06,6.333333333333333,-1.1083333333333334,-4.5,266514166.66666666
2025-12-30,12.0,0.0,0.0,0.0,0.0,24,9.266666666666667,397.25,3.1750000000000003,5.454166666666667,-0.9833333333333334,-5.0,369980000.0
