source_file,record_index,epoch_tt2000,epoch_utc,test_id,test_start_utc,injection_index,injection_level,l2a_inferred_injection_level,pulser_like_l2a_charge,injection_level_source,injection_repeat_index,test_event_count,quicklook_classification,selection_source,l2a_source_file,l2a_record_index,l2a_target_low_impact_charge,l2a_target_high_impact_charge,l2a_ion_grid_impact_charge,l2a_target_low_chi_squared,l2a_target_high_chi_squared,l2a_ion_grid_chi_squared,l2a_target_low_reduced_chi_squared,l2a_target_high_reduced_chi_squared,l2a_ion_grid_reduced_chi_squared,channel,waveform_variable,fit_variable,fit_residual_rms,fit_residual_robust_sigma,fit_residual_median,fit_residual_max_abs,fit_residual_sample_count
imap_idex_l1b_sci-10days_20250927_v003.cdf,1,812608978320114432,2025-10-01T16:41:49.136114432,1,2025-10-01 16:41:49.136114,1,1,1.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,1,77.83002435890376,81.12291474779386,0.284316264120936,45640.34132706385,72.59207383782962,0.0011419779674434662,90.02039709480049,0.14317963281623197,2.2524220265157125e-06,Target H,Target_High,target_high_fit_results,0.3765387021469519,0.24166380000001617,-0.02522238104825192,1.27990056163776,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,1,812608978320114432,2025-10-01T16:41:49.136114432,1,2025-10-01 16:41:49.136114,1,1,1.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,1,77.83002435890376,81.12291474779386,0.284316264120936,45640.34132706385,72.59207383782962,0.0011419779674434662,90.02039709480049,0.14317963281623197,2.2524220265157125e-06,Target L,Target_Low,target_low_fit_results,9.441466605057796,9.350056536204336,0.8916687474320497,25.069227954747475,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,1,812608978320114432,2025-10-01T16:41:49.136114432,1,2025-10-01 16:41:49.136114,1,1,1.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,1,77.83002435890376,81.12291474779386,0.284316264120936,45640.34132706385,72.59207383782962,0.0011419779674434662,90.02039709480049,0.14317963281623197,2.2524220265157125e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.001493460986321042,0.0011060195999998716,-0.0003901440837454917,0.005271241353097755,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,2,812608984320028928,2025-10-01T16:41:55.136028928,1,2025-10-01 16:41:49.136114,2,1,1.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,2,77.36425582045922,81.1912535063882,0.2842715214734097,45592.40179616096,74.20058968262941,0.0011352714777444178,89.92584180702359,0.14635224789473258,2.2391942361822835e-06,Target H,Target_High,target_high_fit_results,0.3806875710131414,0.24166380000001617,-0.006937949044640845,1.2618933918796529,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,2,812608984320028928,2025-10-01T16:41:55.136028928,1,2025-10-01 16:41:49.136114,2,1,1.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,2,77.36425582045922,81.1912535063882,0.2842715214734097,45592.40179616096,74.20058968262941,0.0011352714777444178,89.92584180702359,0.14635224789473258,2.2391942361822835e-06,Target L,Target_Low,target_low_fit_results,9.43650675611091,8.470181251695442,1.6835065206178115,27.64479932917675,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,2,812608984320028928,2025-10-01T16:41:55.136028928,1,2025-10-01 16:41:49.136114,2,1,1.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,2,77.36425582045922,81.1912535063882,0.2842715214734097,45592.40179616096,74.20058968262941,0.0011352714777444178,89.92584180702359,0.14635224789473258,2.2391942361822835e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.0014890692075822285,0.0011060195999998716,-0.0002685085450984115,0.005366324257331412,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,3,812608990319943424,2025-10-01T16:42:01.135943424,1,2025-10-01 16:41:49.136114,3,1,1.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,3,76.86993393968442,81.24904822913066,0.2844280035717488,40631.957241858865,74.25784311198014,0.0011662941869285467,80.14192749873543,0.14646517379088783,2.3003830116933857e-06,Target H,Target_High,target_high_fit_results,0.3808344126101083,0.24166380000001617,-0.014322009965496818,1.2666498687491412,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,3,812608990319943424,2025-10-01T16:42:01.135943424,1,2025-10-01 16:41:49.136114,3,1,1.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,3,76.86993393968442,81.24904822913066,0.2844280035717488,40631.957241858865,74.25784311198014,0.0011662941869285467,80.14192749873543,0.14646517379088783,2.3003830116933857e-06,Target L,Target_Low,target_low_fit_results,8.90838321402967,9.6303147089853,0.5906498907424975,27.621416308196785,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,3,812608990319943424,2025-10-01T16:42:01.135943424,1,2025-10-01 16:41:49.136114,3,1,1.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,3,76.86993393968442,81.24904822913066,0.2844280035717488,40631.957241858865,74.25784311198014,0.0011662941869285467,80.14192749873543,0.14646517379088783,2.3003830116933857e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.001509277421100845,0.0011060196000002008,0.00010779872760990905,0.005132397146207612,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,4,812608996319857920,2025-10-01T16:42:07.135857920,1,2025-10-01 16:41:49.136114,4,1,1.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,4,78.95439881839047,81.2155921484075,0.2844735688503599,42190.0444340727,73.10430639650411,0.0013025582017484796,83.21507777923608,0.14418995344478128,2.569148326920078e-06,Target H,Target_High,target_high_fit_results,0.377864854717493,0.24166380000001617,-0.008861365162488255,1.3001475014945072,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,4,812608996319857920,2025-10-01T16:42:07.135857920,1,2025-10-01 16:41:49.136114,4,1,1.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,4,78.95439881839047,81.2155921484075,0.2844735688503599,42190.0444340727,73.10430639650411,0.0013025582017484796,83.21507777923608,0.14418995344478128,2.569148326920078e-06,Target L,Target_Low,target_low_fit_results,9.077578451068227,7.726612695742844,2.1561593269052537,31.38558910321808,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,4,812608996319857920,2025-10-01T16:42:07.135857920,1,2025-10-01 16:41:49.136114,4,1,1.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,4,78.95439881839047,81.2155921484075,0.2844735688503599,42190.0444340727,73.10430639650411,0.0013025582017484796,83.21507777923608,0.14418995344478128,2.569148326920078e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.0015950106544440382,0.0011060195999998716,-0.00020786551902851613,0.0055804177195935,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,5,812609085318576640,2025-10-01T16:43:36.134576640,1,2025-10-01 16:41:49.136114,5,2,2.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,5,153.63232449381394,162.20934720794975,0.5756307270138226,42435.18212596135,153.97621749656184,0.003214656360210662,83.69858407487446,0.3037006262259602,6.340545089172903e-06,Target H,Target_High,target_high_fit_results,0.5483929246425161,0.24166380000001617,-0.004730012382822224,2.0238754238942533,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,5,812609085318576640,2025-10-01T16:43:36.134576640,1,2025-10-01 16:41:49.136114,5,2,2.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,5,153.63232449381394,162.20934720794975,0.5756307270138226,42435.18212596135,153.97621749656184,0.003214656360210662,83.69858407487446,0.3037006262259602,6.340545089172903e-06,Target L,Target_Low,target_low_fit_results,9.103912076122455,8.192545554661574,1.9035365288655157,28.238881617518928,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,5,812609085318576640,2025-10-01T16:43:36.134576640,1,2025-10-01 16:41:49.136114,5,2,2.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,5,153.63232449381394,162.20934720794975,0.5756307270138226,42435.18212596135,153.97621749656184,0.003214656360210662,83.69858407487446,0.3037006262259602,6.340545089172903e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.0025057186002295727,0.0011060196000002008,-0.0002660996836481022,0.008720650664097107,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,6,812609091318491264,2025-10-01T16:43:42.134491264,1,2025-10-01 16:41:49.136114,6,2,2.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,6,153.7188650381686,162.37648944279113,0.5756214637440232,45325.00485499589,177.8194594787664,0.0035008309359394656,89.39843166665855,0.3507287169206438,6.90499198410151e-06,Target H,Target_High,target_high_fit_results,0.5893247252529505,0.24166380000001617,0.14182441107902832,2.22075633014623,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,6,812609091318491264,2025-10-01T16:43:42.134491264,1,2025-10-01 16:41:49.136114,6,2,2.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,6,153.7188650381686,162.37648944279113,0.5756214637440232,45325.00485499589,177.8194594787664,0.0035008309359394656,89.39843166665855,0.3507287169206438,6.90499198410151e-06,Target L,Target_Low,target_low_fit_results,9.408793764740189,8.756385987497262,0.8147896937352925,34.14894317170183,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,6,812609091318491264,2025-10-01T16:43:42.134491264,1,2025-10-01 16:41:49.136114,6,2,2.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,6,153.7188650381686,162.37648944279113,0.5756214637440232,45325.00485499589,177.8194594787664,0.0035008309359394656,89.39843166665855,0.3507287169206438,6.90499198410151e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.002614872926502695,0.0011060196000000362,-0.0004151517699035878,0.0089352866917074,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,7,812609097318405760,2025-10-01T16:43:48.134405760,1,2025-10-01 16:41:49.136114,7,2,2.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,7,156.1767579305124,162.42172247926834,0.5759880771901502,41167.44788870016,181.61178115328156,0.0033804249272817296,81.19812206844213,0.35820864132797153,6.667504787537928e-06,Target H,Target_High,target_high_fit_results,0.5955757802874484,0.24166380000001617,-0.012832035657936558,2.0824925703952886,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,7,812609097318405760,2025-10-01T16:43:48.134405760,1,2025-10-01 16:41:49.136114,7,2,2.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,7,156.1767579305124,162.42172247926834,0.5759880771901502,41167.44788870016,181.61178115328156,0.0033804249272817296,81.19812206844213,0.35820864132797153,6.667504787537928e-06,Target L,Target_Low,target_low_fit_results,8.966893088334304,7.878045859520067,1.5332466990112152,25.447017503342067,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,7,812609097318405760,2025-10-01T16:43:48.134405760,1,2025-10-01 16:41:49.136114,7,2,2.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,7,156.1767579305124,162.42172247926834,0.5759880771901502,41167.44788870016,181.61178115328156,0.0033804249272817296,81.19812206844213,0.35820864132797153,6.667504787537928e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.002569512100788227,0.0011060196000002008,-0.0003892350053993354,0.00825665924763408,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,8,812609103318320384,2025-10-01T16:43:54.134320384,1,2025-10-01 16:41:49.136114,8,2,2.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,8,154.248764918113,162.46006586379747,0.5758932533129238,39428.260682483815,180.28036128458547,0.0034044488441910413,77.76777254927774,0.35558256663626325,6.714889239035584e-06,Target H,Target_High,target_high_fit_results,0.5933886421511251,0.24166380000001617,0.007360586179800066,2.1784208392367077,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,8,812609103318320384,2025-10-01T16:43:54.134320384,1,2025-10-01 16:41:49.136114,8,2,2.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,8,154.248764918113,162.46006586379747,0.5758932533129238,39428.260682483815,180.28036128458547,0.0034044488441910413,77.76777254927774,0.35558256663626325,6.714889239035584e-06,Target L,Target_Low,target_low_fit_results,8.77543854433932,6.0858616953209745,2.255392873321398,26.947437870821886,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,8,812609103318320384,2025-10-01T16:43:54.134320384,1,2025-10-01 16:41:49.136114,8,2,2.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,8,154.248764918113,162.46006586379747,0.5758932533129238,39428.260682483815,180.28036128458547,0.0034044488441910413,77.76777254927774,0.35558256663626325,6.714889239035584e-06,Ion Grid,Ion_Grid,ion_grid_fit_results,0.002578626407374792,0.0011060196000002008,-0.00034600663497807993,0.00844221749297347,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,9,812609187317143808,2025-10-01T16:45:18.133143808,1,2025-10-01 16:41:49.136114,9,3,3.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,9,229.85458254734112,243.86076495748233,0.8654401754389861,40923.404257319955,271.71298537077513,0.006053417429110794,80.71677368307684,0.53592304806859,1.1939679347358568e-05,Target H,Target_High,target_high_fit_results,0.7284843337727278,0.2875537236307069,0.04831468030002384,2.872310207974806,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,9,812609187317143808,2025-10-01T16:45:18.133143808,1,2025-10-01 16:41:49.136114,9,3,3.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,9,229.85458254734112,243.86076495748233,0.8654401754389861,40923.404257319955,271.71298537077513,0.006053417429110794,80.71677368307684,0.53592304806859,1.1939679347358568e-05,Target L,Target_Low,target_low_fit_results,8.940275383906137,7.717057275740786,1.4107563852994645,29.148387473065668,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,9,812609187317143808,2025-10-01T16:45:18.133143808,1,2025-10-01 16:41:49.136114,9,3,3.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,9,229.85458254734112,243.86076495748233,0.8654401754389861,40923.404257319955,271.71298537077513,0.006053417429110794,80.71677368307684,0.53592304806859,1.1939679347358568e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.0034384707234804282,0.0013690264606010887,-0.00028800294432484996,0.011713205568708585,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,10,812609193317078272,2025-10-01T16:45:24.133078272,1,2025-10-01 16:41:49.136114,10,3,3.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,10,231.698596467053,244.1575716879874,0.8659839785889578,41868.603659529064,305.83156280166173,0.006233928944694281,82.58107230676345,0.603218072587104,1.229571783963369e-05,Target H,Target_High,target_high_fit_results,0.7728695045717586,0.24166380000001617,0.00968636450483018,2.7704193466081506,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,10,812609193317078272,2025-10-01T16:45:24.133078272,1,2025-10-01 16:41:49.136114,10,3,3.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,10,231.698596467053,244.1575716879874,0.8659839785889578,41868.603659529064,305.83156280166173,0.006233928944694281,82.58107230676345,0.603218072587104,1.229571783963369e-05,Target L,Target_Low,target_low_fit_results,9.042931854355517,7.2863149890324985,3.324090957601584,24.25396813831685,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,10,812609193317078272,2025-10-01T16:45:24.133078272,1,2025-10-01 16:41:49.136114,10,3,3.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,10,231.698596467053,244.1575716879874,0.8659839785889578,41868.603659529064,305.83156280166173,0.006233928944694281,82.58107230676345,0.603218072587104,1.229571783963369e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.0034893613269631474,0.0011060196000002008,-0.00013975116011777367,0.01168314517493707,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,11,812609199316992768,2025-10-01T16:45:30.132992768,1,2025-10-01 16:41:49.136114,11,3,3.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,11,235.38634055974399,244.14208947174666,0.8657911934946964,43585.46757740373,304.2887426678541,0.006409137627922896,85.96739167140775,0.6001750348478384,1.2641297096494863e-05,Target H,Target_High,target_high_fit_results,0.7709176029402575,0.24166380000001617,0.023699184462316225,2.7929348617821006,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,11,812609199316992768,2025-10-01T16:45:30.132992768,1,2025-10-01 16:41:49.136114,11,3,3.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,11,235.38634055974399,244.14208947174666,0.8657911934946964,43585.46757740373,304.2887426678541,0.006409137627922896,85.96739167140775,0.6001750348478384,1.2641297096494863e-05,Target L,Target_Low,target_low_fit_results,9.22647637845113,8.24765497151771,1.8910430139203527,35.64924568900824,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,11,812609199316992768,2025-10-01T16:45:30.132992768,1,2025-10-01 16:41:49.136114,11,3,3.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,11,235.38634055974399,244.14208947174666,0.8657911934946964,43585.46757740373,304.2887426678541,0.006409137627922896,85.96739167140775,0.6001750348478384,1.2641297096494863e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.003538056942664562,0.0011060196000002008,-0.00035196878144083676,0.012217739216139556,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,12,812609205316907392,2025-10-01T16:45:36.132907392,1,2025-10-01 16:41:49.136114,12,3,3.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,12,229.91750121134464,244.13729122563268,0.8660651559857635,40275.791306198116,309.03335625078387,0.006398387133799588,79.43943058421719,0.6095332470429662,1.2620092966074137e-05,Target H,Target_High,target_high_fit_results,0.7769046105715375,0.24166380000001617,0.010583928999494674,2.8715847472237783,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,12,812609205316907392,2025-10-01T16:45:36.132907392,1,2025-10-01 16:41:49.136114,12,3,3.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,12,229.91750121134464,244.13729122563268,0.8660651559857635,40275.791306198116,309.03335625078387,0.006398387133799588,79.43943058421719,0.6095332470429662,1.2620092966074137e-05,Target L,Target_Low,target_low_fit_results,8.869253344837896,7.53620304073685,2.744721800834668,25.641011142652133,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,12,812609205316907392,2025-10-01T16:45:36.132907392,1,2025-10-01 16:41:49.136114,12,3,3.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,12,229.91750121134464,244.13729122563268,0.8660651559857635,40275.791306198116,309.03335625078387,0.006398387133799588,79.43943058421719,0.6095332470429662,1.2620092966074137e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.0035350883823042274,0.0011060196000002008,-0.00016746272863632505,0.01240974054682642,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,13,812609295315705216,2025-10-01T16:47:06.131705216,1,2025-10-01 16:41:49.136114,13,4,4.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,13,309.70184972878997,324.0068365411834,1.1528411999128836,44077.665859061955,440.9344315750005,0.008784844100650053,86.93819696067447,0.8696931589250503,1.732710867978314e-05,Target H,Target_High,target_high_fit_results,0.9280086538766342,0.2635623624864573,0.00597006128921862,8.272050509457813,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,13,812609295315705216,2025-10-01T16:47:06.131705216,1,2025-10-01 16:41:49.136114,13,4,4.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,13,309.70184972878997,324.0068365411834,1.1528411999128836,44077.665859061955,440.9344315750005,0.008784844100650053,86.93819696067447,0.8696931589250503,1.732710867978314e-05,Target L,Target_Low,target_low_fit_results,9.278426112815707,8.333339047090806,1.2483098023112689,28.39426121593715,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,13,812609295315705216,2025-10-01T16:47:06.131705216,1,2025-10-01 16:41:49.136114,13,4,4.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,13,309.70184972878997,324.0068365411834,1.1528411999128836,44077.665859061955,440.9344315750005,0.008784844100650053,86.93819696067447,0.8696931589250503,1.732710867978314e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.00414220939041982,0.0011060196000002008,-0.00045333857222651375,0.014844846986184157,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,14,812609301315619712,2025-10-01T16:47:12.131619712,1,2025-10-01 16:41:49.136114,14,4,4.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,14,307.1747032052772,324.417053160757,1.1532629081194616,39295.03344592762,497.4791360579202,0.009645655764910544,77.50499693476849,0.9812211756566473,1.9024962060967542e-05,Target H,Target_High,target_high_fit_results,0.9857174735253126,0.24166380000001617,0.01667177416351251,8.343793678616066,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,14,812609301315619712,2025-10-01T16:47:12.131619712,1,2025-10-01 16:41:49.136114,14,4,4.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,14,307.1747032052772,324.417053160757,1.1532629081194616,39295.03344592762,497.4791360579202,0.009645655764910544,77.50499693476849,0.9812211756566473,1.9024962060967542e-05,Target L,Target_Low,target_low_fit_results,8.760599990815548,6.348744490840726,3.5744649362532073,28.025535063745338,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,14,812609301315619712,2025-10-01T16:47:12.131619712,1,2025-10-01 16:41:49.136114,14,4,4.0,True,l2a_ion_grid_charge,2,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,14,307.1747032052772,324.417053160757,1.1532629081194616,39295.03344592762,497.4791360579202,0.009645655764910544,77.50499693476849,0.9812211756566473,1.9024962060967542e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.004340411433935832,0.0011060196000002008,-0.00045559650827620146,0.015001069510496734,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,15,812609307315554432,2025-10-01T16:47:18.131554432,1,2025-10-01 16:41:49.136114,15,4,4.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,15,305.52597080589476,324.36259823220934,1.1531434451835425,45131.41584613436,498.7107214086608,0.0095116777194873,89.01659930204016,0.9836503380841436,1.8760705561118933e-05,Target H,Target_High,target_high_fit_results,0.9869368661425566,0.24166380000001617,0.010757126689384222,8.169322473559077,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,15,812609307315554432,2025-10-01T16:47:18.131554432,1,2025-10-01 16:41:49.136114,15,4,4.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,15,305.52597080589476,324.36259823220934,1.1531434451835425,45131.41584613436,498.7107214086608,0.0095116777194873,89.01659930204016,0.9836503380841436,1.8760705561118933e-05,Target L,Target_Low,target_low_fit_results,9.388679170920751,7.354224367066685,4.072888027239969,28.802943412636523,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,15,812609307315554432,2025-10-01T16:47:18.131554432,1,2025-10-01 16:41:49.136114,15,4,4.0,True,l2a_ion_grid_charge,3,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,15,305.52597080589476,324.36259823220934,1.1531434451835425,45131.41584613436,498.7107214086608,0.0095116777194873,89.01659930204016,0.9836503380841436,1.8760705561118933e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.004310161893232507,0.0011060196000002008,-0.0002073976138310396,0.014977151381696752,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,16,812609313315468800,2025-10-01T16:47:24.131468800,1,2025-10-01 16:41:49.136114,16,4,4.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,16,310.69449801940937,324.3914520095393,1.1533510876179927,43762.41638721287,498.885912563422,0.009427441910669031,86.31640313059738,0.9839958827680907,1.8594559981595723e-05,Target H,Target_High,target_high_fit_results,0.9871102005224308,0.24166380000001617,0.008570476697286722,8.118363392034553,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,16,812609313315468800,2025-10-01T16:47:24.131468800,1,2025-10-01 16:41:49.136114,16,4,4.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,16,310.69449801940937,324.3914520095393,1.1533510876179927,43762.41638721287,498.885912563422,0.009427441910669031,86.31640313059738,0.9839958827680907,1.8594559981595723e-05,Target L,Target_Low,target_low_fit_results,9.245186288348934,8.622557690905415,2.221040081973115,25.658540212989465,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,16,812609313315468800,2025-10-01T16:47:24.131468800,1,2025-10-01 16:41:49.136114,16,4,4.0,True,l2a_ion_grid_charge,4,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,16,310.69449801940937,324.3914520095393,1.1533510876179927,43762.41638721287,498.885912563422,0.009427441910669031,86.31640313059738,0.9839958827680907,1.8594559981595723e-05,Ion Grid,Ion_Grid,ion_grid_fit_results,0.004291033964183394,0.0011060196000002008,-0.0004108514855436507,0.015539182139759022,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,17,812609392314456832,2025-10-01T16:48:43.130456832,1,2025-10-01 16:41:49.136114,17,5,5.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,17,735.5841605093192,368.1676297575809,1.4394439338168072,36837.31556305854,184279.6746910337,0.011829565472611428,72.65742714607207,363.4707587594353,2.3332476277340093e-05,Target H,Target_High,target_high_fit_results,18.971590329514424,0.48332760000003233,0.10198502184857716,54.91373001733905,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,17,812609392314456832,2025-10-01T16:48:43.130456832,1,2025-10-01 16:41:49.136114,17,5,5.0,True,l2a_ion_grid_charge,1,20,Science,event_list,imap_idex_l2a_sci-10days_20250927_v003.cdf,17,735.5841605093192,368.1676297575809,1.4394439338168072,36837.31556305854,184279.6746910337,0.011829565472611428,72.65742714607207,363.4707587594353,2.3332476277340093e-05,Target L,Target_Low,target_low_fit_results,8.482209733265188,7.207798310306039,3.4273061554740707,25.049838409664517,512
