epoch_utc,source_file,record_index,baseline,robust_sigma,std,mean,mad,exact_median_count,exact_median_fraction,one_lsb_deviation_count,one_lsb_deviation_fraction,sample_count,unique_value_count,min_value,max_value
2026-04-20T00:03:01.895426944,imap_idex_l1b_sci-10days_20260420_v016.cdf,8,333.172,0.118371050356887,0.118371050356887,333.19587695312504,0.0,273,0.533203125,225,0.439453125,512,5,332.846,333.498
2026-01-02T00:02:46.617419520,imap_idex_l1b_sci-10days_20260101_v003.cdf,12,333.172,0.1184159938319828,0.1184159938319828,333.19874218750005,0.0,261,0.509765625,240,0.46875,512,5,332.846,333.498
2025-12-17T00:01:55.508519680,imap_idex_l1b_sci-10days_20251216_v003.cdf,15,333.172,0.1187442060161421,0.1187442060161421,333.16817968750007,0.0,282,0.55078125,216,0.421875,512,5,332.846,333.498
2026-05-14T00:03:00.053991296,imap_idex_l1b_sci-10days_20260510_v016.cdf,15,333.172,0.1187471933615505,0.1187471933615505,333.1525800781251,0.0,272,0.53125,227,0.443359375,512,5,332.846,333.498
2026-01-02T00:02:58.617348864,imap_idex_l1b_sci-10days_20260101_v003.cdf,13,333.172,0.1188056448574787,0.1188056448574787,333.20256250000006,0.0,261,0.509765625,238,0.46484375,512,5,332.846,333.498
2026-02-23T00:02:54.876366592,imap_idex_l1b_sci-10days_20260219_v003.cdf,10,333.172,0.1189965850596605,0.1189965850596605,333.14398437500006,0.0,275,0.537109375,220,0.4296875,512,5,332.846,333.498
2025-11-06T21:01:02.379056768,imap_idex_l1b_sci-10days_20251106_v003.cdf,23,333.172,0.119289219578786,0.119289219578786,333.19874218750005,0.0,269,0.525390625,228,0.4453125,512,5,332.846,333.498
2026-04-12T00:03:14.527093760,imap_idex_l1b_sci-10days_20260410_v016.cdf,10,333.172,0.1193215014667597,0.1193215014667597,333.12551953125006,0.0,261,0.509765625,231,0.451171875,512,6,332.683,333.498
2026-06-15T00:01:41.762561408,imap_idex_l1b_sci-10days_20260609_v011.cdf,16,333.172,0.1193635397797635,0.1193635397797635,333.167224609375,0.0,267,0.521484375,235,0.458984375,512,5,332.846,333.498
2026-06-07T00:01:42.614468864,imap_idex_l1b_sci-10days_20260530_v022.cdf,37,333.172,0.1193907081854398,0.1193907081854398,333.18696289062507,0.0,266,0.51953125,235,0.458984375,512,5,332.846,333.498
2026-05-06T00:01:44.789600512,imap_idex_l1b_sci-10days_20260430_v016.cdf,13,333.172,0.1194925346915723,0.1194925346915723,333.1946035156251,0.0,269,0.525390625,229,0.447265625,512,5,332.846,333.498
2025-11-30T00:03:12.823650816,imap_idex_l1b_sci-10days_20251126_v003.cdf,31,333.172,0.1202029049939712,0.1202029049939712,333.166587890625,0.0,260,0.5078125,243,0.474609375,512,5,332.846,333.498
