source_file,record_index,epoch_tt2000,epoch_utc,channel,cdf_variable,baseline,robust_sigma,mean,std,sample_count
imap_idex_l1b_sci-10days_20250927_v003.cdf,0,812608874320989312,2025-10-01T16:40:05.136989312,TOF H,TOF_High,0.14767899999999998,0.000856942800000034,0.14775413505922577,0.0008118534356970978,8189
imap_idex_l1b_sci-10days_20250927_v003.cdf,0,812608874320989312,2025-10-01T16:40:05.136989312,TOF M,TOF_Mid,5.7969,0.01675337999999914,5.796026523385029,0.011499070131406922,8189
imap_idex_l1b_sci-10days_20250927_v003.cdf,0,812608874320989312,2025-10-01T16:40:05.136989312,TOF L,TOF_Low,263.682,1.5241127999999453,263.8301304188546,0.9399977138942103,8189
imap_idex_l1b_sci-10days_20250927_v003.cdf,0,812608874320989312,2025-10-01T16:40:05.136989312,Target H,Target_High,333.009,0.10633012488935527,333.02682812500007,0.10633012488935527,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,0,812608874320989312,2025-10-01T16:40:05.136989312,Target L,Target_Low,32611.2,23.42507999999892,32603.701171875007,9.148906963495763,512
imap_idex_l1b_sci-10days_20250927_v003.cdf,0,812608874320989312,2025-10-01T16:40:05.136989312,Ion Grid,Ion_Grid,1.5099040000000001,0.0004676684478341467,1.5100613593749999,0.0004676684478341467,512
imap_idex_l1b_sci-10days_20251027_v003.cdf,0,815539305676580736,2025-11-04T14:40:36.492580736,TOF H,TOF_High,0.14767899999999998,0.000856942800000034,0.14778752057638297,0.0008205184409138548,8189
imap_idex_l1b_sci-10days_20251027_v003.cdf,0,815539305676580736,2025-11-04T14:40:36.492580736,TOF M,TOF_Mid,5.7969,0.01675337999999914,5.793476468433264,0.011649463640439194,8189
imap_idex_l1b_sci-10days_20251027_v003.cdf,0,815539305676580736,2025-11-04T14:40:36.492580736,TOF L,TOF_Low,264.196,1.5241127999999453,263.9449942605935,0.95808738861418,8189
imap_idex_l1b_sci-10days_20251027_v003.cdf,0,815539305676580736,2025-11-04T14:40:36.492580736,Target H,Target_High,333.009,0.10607388492729783,332.98002929687505,0.10607388492729783,512
imap_idex_l1b_sci-10days_20251027_v003.cdf,0,815539305676580736,2025-11-04T14:40:36.492580736,Target L,Target_Low,32595.4,8.633568547209673,32600.584375000006,8.633568547209673,512
imap_idex_l1b_sci-10days_20251027_v003.cdf,0,815539305676580736,2025-11-04T14:40:36.492580736,Ion Grid,Ion_Grid,1.5099040000000001,0.0004731920692224557,1.5097641249999998,0.0004731920692224557,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,TOF H,TOF_High,0.14767899999999998,0.000856942800000034,0.14774873549883988,0.0007681898977625009,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,TOF M,TOF_Mid,5.7969,0.01675337999999914,5.7916950177066795,0.011709016373839568,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,TOF L,TOF_Low,263.682,1.5241127999999453,263.79918622542436,0.9161765491250631,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,Target H,Target_High,333.172,0.11332878313093592,333.20765625,0.11332878313093592,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,Target L,Target_Low,32611.2,8.975357839096798,32606.632812500007,8.975357839096798,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,0,815732731485125120,2025-11-06T20:24:22.301125120,Ion Grid,Ion_Grid,1.5099040000000001,0.0005019784565440896,1.5096635898437496,0.0005019784565440896,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,21,815734487567478016,2025-11-06T20:53:38.383478016,TOF H,TOF_High,0.14767899999999998,0.000856942800000034,0.14774312419098792,0.000779829494899917,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,21,815734487567478016,2025-11-06T20:53:38.383478016,TOF M,TOF_Mid,5.7969,0.01675337999999914,5.792190401758456,0.011622123861211073,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,21,815734487567478016,2025-11-06T20:53:38.383478016,TOF L,TOF_Low,263.682,1.5241127999999453,263.84965099523754,0.9170645161187857,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,21,815734487567478016,2025-11-06T20:53:38.383478016,Target H,Target_High,333.172,0.1216766032790343,333.19555859375004,0.1216766032790343,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,21,815734487567478016,2025-11-06T20:53:38.383478016,Target L,Target_Low,32611.2,9.006233387917451,32604.19492187501,9.006233387917451,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,21,815734487567478016,2025-11-06T20:53:38.383478016,Ion Grid,Ion_Grid,1.5099040000000001,0.0004686456702744618,1.5097393554687497,0.0004686456702744618,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,22,815734746564904064,2025-11-06T20:57:57.380904064,TOF H,TOF_High,0.14767899999999998,0.000856942800000034,0.14770758590792527,0.0007726425923448746,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,22,815734746564904064,2025-11-06T20:57:57.380904064,TOF M,TOF_Mid,5.7969,0.01675337999999914,5.792452582732934,0.011676980421494959,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,22,815734746564904064,2025-11-06T20:57:57.380904064,TOF L,TOF_Low,263.682,1.5241127999999453,263.84575943338626,0.9279405645317058,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,22,815734746564904064,2025-11-06T20:57:57.380904064,Target H,Target_High,333.172,0.24166380000001617,333.2283496093751,0.11700345898267567,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,22,815734746564904064,2025-11-06T20:57:57.380904064,Target L,Target_Low,32611.2,9.423181883605732,32605.707031250007,9.423181883605732,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,22,815734746564904064,2025-11-06T20:57:57.380904064,Ion Grid,Ion_Grid,1.5099040000000001,0.00047200616735537394,1.5098049218749996,0.00047200616735537394,512
imap_idex_l1b_sci-10days_20251106_v003.cdf,23,815734931563056768,2025-11-06T21:01:02.379056768,TOF H,TOF_High,0.14767899999999998,0.000856942800000034,0.1477544173891806,0.0007658771428525896,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,23,815734931563056768,2025-11-06T21:01:02.379056768,TOF M,TOF_Mid,5.7856,0.01675338000000046,5.791080962266454,0.011578359147108244,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,23,815734931563056768,2025-11-06T21:01:02.379056768,TOF L,TOF_Low,263.682,1.5241127999999453,263.8222845280254,0.920842205908746,8189
imap_idex_l1b_sci-10days_20251106_v003.cdf,23,815734931563056768,2025-11-06T21:01:02.379056768,Target H,Target_High,333.172,0.119289219578786,333.19874218750005,0.119289219578786,512
